ticker;scenario;entry_date;entry_price;exit_date;exit_price;exit_reason;return_pct;max_drawdown_pct;holding_weeks;score;fib_retracement;stop_price;target_1618;target_2618;hit_target_1;hit_target_2;weeks_to_target_1;max_favorable_excursion;precio_punto0;precio_puntoC;bolsa;ratio_volumen;pct_sobre_linea;close_strength;weeks_since_c;w1_duration;w2_duration;avg_volume_w2
CBRE;A;2016-12-05;32.79;2017-12-04;43.62;TIMEOUT;0.3303;-0.0945;52;60;0.6315;14.97;64.2364;89.0364;False;False;;0.3431;14.97;24.11;US;1.3364;0.2561;0.86;22;144;62;12132854.838709677
BX;B;2016-12-05;19.2631;2017-12-04;22.5805;TIMEOUT;0.1722;-0.0972;52;37;0.3905;14.2145;37.4683;51.8402;False;False;;0.2771;5.4548;14.2145;US;1.9147;0.0502;0.8352;22;114;102;23079717.54901961
CBRE;B;2016-12-05;32.79;2017-12-04;43.62;TIMEOUT;0.3303;-0.0945;52;60;0.6315;24.11;64.2364;89.0364;False;False;;0.3431;14.97;24.11;US;1.3364;0.2561;0.86;22;144;62;12132854.838709677
BX;C;2016-12-05;19.2631;2017-12-04;22.5805;TIMEOUT;0.1722;-0.0972;52;37;0.3905;19.2631;37.4683;51.8402;False;False;;0.2771;5.4548;14.2145;US;1.9147;0.0502;0.8352;22;114;102;23079717.54901961
CBRE;C;2016-12-05;32.79;2017-12-04;43.62;TIMEOUT;0.3303;-0.0945;52;60;0.6315;32.79;64.2364;89.0364;False;False;;0.3431;14.97;24.11;US;1.3364;0.2561;0.86;22;144;62;12132854.838709677
SCATC.OL;A;2016-12-19;32.6808;2017-12-18;44.2761;TIMEOUT;0.3548;-0.0083;52;33;0.7181;15.2867;76.0777;108.0738;False;False;;0.3913;15.2867;24.308;OL;1.7641;0.0401;0.4;13;42;60;794520.9666666667
SCATC.OL;B;2016-12-19;32.6808;2017-12-18;44.2761;TIMEOUT;0.3548;-0.0083;52;33;0.7181;24.308;76.0777;108.0738;False;False;;0.3913;15.2867;24.308;OL;1.7641;0.0401;0.4;13;42;60;794520.9666666667
SCATC.OL;C;2016-12-19;32.6808;2017-04-03;32.6808;STOP_C_P2;0.0;-0.0083;15;33;0.7181;32.6808;76.0777;108.0738;False;False;;0.1763;15.2867;24.308;OL;1.7641;0.0401;0.4;13;42;60;794520.9666666667
COR;A;2017-01-30;66.9916;2018-01-29;73.3257;TIMEOUT;0.0946;-0.1843;52;67;0.58;24.1481;154.7987;218.9069;False;False;;0.2114;24.1481;51.0717;US;1.6769;0.0899;0.9625;14;186;78;11131102.564102564
ELV;A;2017-01-30;139.8511;2018-01-29;213.2401;TIMEOUT;0.5248;-0.0234;52;60;0.4519;42.5297;271.6431;377.4133;False;False;;0.7082;42.5297;100.507;US;1.4978;0.2396;0.7288;13;152;71;9202639.436619718
COR;B;2017-01-30;66.9916;2018-01-29;73.3257;TIMEOUT;0.0946;-0.1843;52;67;0.58;51.0717;154.7987;218.9069;False;False;;0.2114;24.1481;51.0717;US;1.6769;0.0899;0.9625;14;186;78;11131102.564102564
ELV;B;2017-01-30;139.8511;2018-01-29;213.2401;TIMEOUT;0.5248;-0.0234;52;60;0.4519;100.507;271.6431;377.4133;False;False;;0.7082;42.5297;100.507;US;1.4978;0.2396;0.7288;13;152;71;9202639.436619718
COR;C;2017-01-30;66.9916;2018-01-29;73.3257;TIMEOUT;0.0946;-0.1843;52;67;0.58;66.9916;154.7987;218.9069;False;False;;0.2114;24.1481;51.0717;US;1.6769;0.0899;0.9625;14;186;78;11131102.564102564
ELV;C;2017-01-30;139.8511;2018-01-29;213.2401;TIMEOUT;0.5248;-0.0234;52;60;0.4519;210.2232;271.6431;377.4133;False;False;;0.7082;42.5297;100.507;US;1.4978;0.2396;0.7288;13;152;71;9202639.436619718
KINV-B.ST;A;2017-02-20;113.9958;2018-02-19;147.4044;TIMEOUT;0.2931;-0.0475;52;24;0.7136;80.9647;167.5504;213.0168;False;False;;0.3147;80.9647;93.9859;ST;1.3691;0.1711;0.6;23;40;60;5575306.416666667
TJX;A;2017-02-20;34.2574;2018-02-19;34.7218;TIMEOUT;0.0136;-0.1447;52;70;0.4889;27.354;46.5315;55.5388;False;False;;0.0547;27.354;31.9577;US;2.0463;0.0265;0.8163;3;39;24;31767158.333333332
KINV-B.ST;B;2017-02-20;113.9958;2018-02-19;147.4044;TIMEOUT;0.2931;-0.0475;52;24;0.7136;93.9859;167.5504;213.0168;False;False;;0.3147;80.9647;93.9859;ST;1.3691;0.1711;0.6;23;40;60;5575306.416666667
TJX;B;2017-02-20;34.2574;2017-06-05;31.9577;STOP_C;-0.0671;-0.0725;15;70;0.4889;31.9577;46.5315;55.5388;False;False;;0.0383;27.354;31.9577;US;2.0463;0.0265;0.8163;3;39;24;31767158.333333332
KINV-B.ST;C;2017-02-20;113.9958;2018-02-19;147.4044;TIMEOUT;0.2931;-0.0475;52;24;0.7136;131.8908;167.5504;213.0168;False;False;;0.3147;80.9647;93.9859;ST;1.3691;0.1711;0.6;23;40;60;5575306.416666667
TJX;C;2017-02-20;34.2574;2017-06-19;30.3598;STOP_C_P1;-0.1138;-0.1247;17;70;0.4889;30.3598;46.5315;55.5388;False;False;;0.0383;27.354;31.9577;US;2.0463;0.0265;0.8163;3;39;24;31767158.333333332
SBAC;A;2017-02-27;104.8506;2018-02-26;139.4391;TIMEOUT_T1;0.3299;-0.0196;52;58;0.6405;75.5056;140.0098;172.6286;True;False;26;0.5452;75.5056;87.2326;US;1.3079;0.223;0.7019;15;30;10;5614290.0
SBAC;B;2017-02-27;104.8506;2018-02-26;139.4391;TIMEOUT_T1;0.3299;-0.0196;52;58;0.6405;87.2326;140.0098;172.6286;True;False;26;0.5452;75.5056;87.2326;US;1.3079;0.223;0.7019;15;30;10;5614290.0
SBAC;C;2017-02-27;104.8506;2018-02-05;142.5757;STOP_C_P3;0.3598;-0.0196;49;58;0.6405;142.5757;140.0098;172.6286;True;False;26;0.5452;75.5056;87.2326;US;1.3079;0.223;0.7019;15;30;10;5614290.0
CSGP;A;2017-03-20;20.774;2018-03-19;36.142;TIMEOUT_T1;0.7398;-0.0491;52;50;0.4968;13.438;32.34;41.251;True;False;43;0.8223;13.438;17.922;US;1.3975;0.0386;0.9688;16;40;71;8989352.112676056
CSGP;B;2017-03-20;20.774;2018-03-19;36.142;TIMEOUT_T1;0.7398;-0.0491;52;50;0.4968;17.922;32.34;41.251;True;False;43;0.8223;13.438;17.922;US;1.3975;0.0386;0.9688;16;40;71;8989352.112676056
CSGP;C;2017-03-20;20.774;2018-03-19;36.142;TIMEOUT_T1;0.7398;-0.0491;52;50;0.4968;33.3142;32.34;41.251;True;False;43;0.8223;13.438;17.922;US;1.3975;0.0386;0.9688;16;40;71;8989352.112676056
ITX.MC;A;2017-04-17;25.2801;2018-02-19;18.7064;STOP_P0;-0.26;-0.2612;44;61;0.5173;18.7064;33.2863;40.227;False;False;;0.0899;18.7064;22.0563;MC;3.5184;0.0476;0.4257;8;14;64;28165802.734375
ITX.MC;B;2017-04-17;25.2801;2017-11-13;22.0563;STOP_C;-0.1275;-0.1343;30;61;0.5173;22.0563;33.2863;40.227;False;False;;0.0899;18.7064;22.0563;MC;3.5184;0.0476;0.4257;8;14;64;28165802.734375
ITX.MC;C;2017-04-17;25.2801;2018-01-29;20.9535;STOP_C_P1;-0.1711;-0.1749;41;61;0.5173;20.9535;33.2863;40.227;False;False;;0.0899;18.7064;22.0563;MC;3.5184;0.0476;0.4257;8;14;64;28165802.734375
AES;A;2017-04-24;7.9799;2018-04-23;8.9795;TIMEOUT;0.1253;-0.0978;52;36;0.4057;5.4555;13.5539;17.2145;False;False;;0.1381;5.4555;7.631;US;1.3168;0.0204;0.2439;6;35;25;26849712.0
TMO;A;2017-04-24;161.1562;2018-04-23;208.1366;TIMEOUT_T1;0.2915;0.0;52;45;0.5213;116.1357;200.0417;240.0603;True;False;37;0.373;116.1357;135.2916;US;1.3373;0.0969;0.7306;21;25;17;8485058.823529411
WDC;A;2017-04-24;60.4203;2018-04-23;56.1268;TIMEOUT;-0.0711;-0.1305;52;37;0.697;19.6038;120.6917;173.3144;False;False;;0.2218;19.6038;35.5482;US;2.038;0.1351;0.7444;26;112;97;25573046.030927837
AES;B;2017-04-24;7.9799;2017-07-03;7.631;STOP_C;-0.0437;-0.0628;10;36;0.4057;7.631;13.5539;17.2145;False;False;;0.0654;5.4555;7.631;US;1.3168;0.0204;0.2439;6;35;25;26849712.0
TMO;B;2017-04-24;161.1562;2018-04-23;208.1366;TIMEOUT_T1;0.2915;0.0;52;45;0.5213;135.2916;200.0417;240.0603;True;False;37;0.373;116.1357;135.2916;US;1.3373;0.0969;0.7306;21;25;17;8485058.823529411
WDC;B;2017-04-24;60.4203;2018-04-23;56.1268;TIMEOUT;-0.0711;-0.1305;52;37;0.697;35.5482;120.6917;173.3144;False;False;;0.2218;19.6038;35.5482;US;2.038;0.1351;0.7444;26;112;97;25573046.030927837
AES;C;2017-04-24;7.9799;2017-11-06;7.2495;STOP_C_P1;-0.0915;-0.0961;28;36;0.4057;7.2495;13.5539;17.2145;False;False;;0.0654;5.4555;7.631;US;1.3168;0.0204;0.2439;6;35;25;26849712.0
TMO;C;2017-04-24;161.1562;2018-02-05;194.7098;STOP_C_P3;0.2082;0.0;41;45;0.5213;194.7098;200.0417;240.0603;True;False;37;0.373;116.1357;135.2916;US;1.3373;0.0969;0.7306;21;25;17;8485058.823529411
WDC;C;2017-04-24;60.4203;2018-04-23;60.4203;STOP_C_P2;0.0;-0.1305;52;37;0.697;60.4203;120.6917;173.3144;False;False;;0.2218;19.6038;35.5482;US;2.038;0.1351;0.7444;26;112;97;25573046.030927837
APTV;A;2017-05-01;71.5395;2018-04-30;91.1666;TIMEOUT;0.2744;-0.0444;52;60;0.4297;19.043;134.567;187.3587;False;False;;0.3338;19.043;49.1501;US;2.004;0.3923;0.8476;22;156;75;14097237.6
TECH;A;2017-05-01;26.3105;2018-04-30;35.4734;TIMEOUT;0.3483;-0.0268;52;51;0.556;18.6741;37.1136;46.0563;False;False;;0.4092;18.6741;22.6444;US;1.7609;0.086;0.7589;12;24;31;3338696.7741935486
APTV;B;2017-05-01;71.5395;2018-04-30;91.1666;TIMEOUT;0.2744;-0.0444;52;60;0.4297;49.1501;134.567;187.3587;False;False;;0.3338;19.043;49.1501;US;2.004;0.3923;0.8476;22;156;75;14097237.6
TECH;B;2017-05-01;26.3105;2018-04-30;35.4734;TIMEOUT;0.3483;-0.0268;52;51;0.556;22.6444;37.1136;46.0563;False;False;;0.4092;18.6741;22.6444;US;1.7609;0.086;0.7589;12;24;31;3338696.7741935486
APTV;C;2017-05-01;71.5395;2018-04-30;91.1666;TIMEOUT;0.2744;-0.0444;52;60;0.4297;71.5395;134.567;187.3587;False;False;;0.3338;19.043;49.1501;US;2.004;0.3923;0.8476;22;156;75;14097237.6
TECH;C;2017-05-01;26.3105;2018-04-30;35.4734;TIMEOUT;0.3483;-0.0268;52;51;0.556;32.6267;37.1136;46.0563;False;False;;0.4092;18.6741;22.6444;US;1.7609;0.086;0.7589;12;24;31;3338696.7741935486
AZN.ST;A;2017-05-08;581.1555;2018-05-07;612.4222;TIMEOUT;0.0538;-0.221;52;61;0.4634;259.2367;993.4048;1334.1524;False;False;;0.0829;259.2367;442.0752;ST;1.6173;0.0148;0.8889;22;188;85;2336999.8
AZN.ST;B;2017-05-08;581.1555;2018-05-07;612.4222;TIMEOUT;0.0538;-0.221;52;61;0.4634;442.0752;993.4048;1334.1524;False;False;;0.0829;259.2367;442.0752;ST;1.6173;0.0148;0.8889;22;188;85;2336999.8
AZN.ST;C;2017-05-08;581.1555;2018-05-07;612.4222;TIMEOUT;0.0538;-0.221;52;61;0.4634;419.9715;993.4048;1334.1524;False;False;;0.0829;259.2367;442.0752;ST;1.6173;0.0148;0.8889;22;188;85;2336999.8
SCATC.OL;A;2017-06-12;40.7011;2018-06-11;55.3126;TIMEOUT;0.359;-0.0968;52;44;0.4075;15.2867;79.1754;108.0783;False;False;;0.4757;15.2867;32.4107;OL;1.527;0.2013;0.8276;10;32;98;963259.9693877551
SCATC.OL;B;2017-06-12;40.7011;2018-06-11;55.3126;TIMEOUT;0.359;-0.0968;52;44;0.4075;32.4107;79.1754;108.0783;False;False;;0.4757;15.2867;32.4107;OL;1.527;0.2013;0.8276;10;32;98;963259.9693877551
SCATC.OL;C;2017-06-12;40.7011;2018-01-29;40.7011;STOP_C_P2;0.0;-0.0676;33;44;0.4075;40.7011;79.1754;108.0783;False;False;;0.1869;15.2867;32.4107;OL;1.527;0.2013;0.8276;10;32;98;963259.9693877551
NOS.LS;A;2017-07-10;2.5762;2018-07-09;2.4637;TIMEOUT;-0.0437;-0.1474;52;44;0.6624;1.6953;5.2325;7.0412;False;False;;0.0519;1.6953;2.3059;LS;1.5014;0.0583;0.8593;24;51;78;3027350.2564102565
NOS.LS;B;2017-07-10;2.5762;2018-02-05;2.3059;STOP_C;-0.1049;-0.1063;30;44;0.6624;2.3059;5.2325;7.0412;False;False;;0.0519;1.6953;2.3059;LS;1.5014;0.0583;0.8593;24;51;78;3027350.2564102565
NOS.LS;C;2017-07-10;2.5762;2018-07-09;2.4637;TIMEOUT;-0.0437;-0.1474;52;44;0.6624;2.1906;5.2325;7.0412;False;False;;0.0519;1.6953;2.3059;LS;1.5014;0.0583;0.8593;24;51;78;3027350.2564102565
IBKR;A;2017-10-16;11.6999;2018-10-15;12.1676;TIMEOUT_T1;0.04;-0.0053;52;43;0.4747;4.6239;17.4971;23.5035;True;False;20;0.6314;4.6239;7.7789;US;1.6951;0.2667;0.6278;26;66;93;11574365.59139785
IBKR;B;2017-10-16;11.6999;2018-10-15;12.1676;TIMEOUT_T1;0.04;-0.0053;52;43;0.4747;7.7789;17.4971;23.5035;True;False;20;0.6314;4.6239;7.7789;US;1.6951;0.2667;0.6278;26;66;93;11574365.59139785
IBKR;C;2017-10-16;11.6999;2018-03-26;15.4983;STOP_C_P3;0.3246;-0.0053;23;43;0.4747;15.4983;17.4971;23.5035;True;False;20;0.5053;4.6239;7.7789;US;1.6951;0.2667;0.6278;26;66;93;11574365.59139785
AKRBP.OL;A;2017-10-23;92.3587;2018-10-22;152.0775;TIMEOUT_T1;0.6466;0.0;52;59;0.3989;23.2906;168.135;233.4068;True;False;29;1.1118;23.2906;62.5254;OL;2.202;0.3952;1.0;18;54;19;2151506.3157894737
AKRBP.OL;B;2017-10-23;92.3587;2018-10-22;152.0775;TIMEOUT_T1;0.6466;0.0;52;59;0.3989;62.5254;168.135;233.4068;True;False;29;1.1118;23.2906;62.5254;OL;2.202;0.3952;1.0;18;54;19;2151506.3157894737
AKRBP.OL;C;2017-10-23;92.3587;2018-07-16;154.5226;STOP_C_P3;0.6731;0.0;38;59;0.3989;154.5226;168.135;233.4068;True;False;29;0.9012;23.2906;62.5254;OL;2.202;0.3952;1.0;18;54;19;2151506.3157894737
ADM;A;2017-12-11;31.5677;2018-12-10;35.7576;TIMEOUT;0.1327;-0.0316;52;34;0.3696;21.8492;53.8239;68.0448;False;False;;0.3124;21.8492;30.8145;US;1.9187;0.0259;0.3838;22;58;19;13505447.368421054
ADM;B;2017-12-11;31.5677;2018-01-08;30.8145;STOP_C;-0.0239;-0.0316;4;34;0.3696;30.8145;53.8239;68.0448;False;False;;0.0037;21.8492;30.8145;US;1.9187;0.0259;0.3838;22;58;19;13505447.368421054
ADM;C;2017-12-11;31.5677;2018-12-10;35.7576;TIMEOUT;0.1327;-0.0316;52;34;0.3696;31.5677;53.8239;68.0448;False;False;;0.3124;21.8492;30.8145;US;1.9187;0.0259;0.3838;22;58;19;13505447.368421054
AES;A;2018-01-15;8.475;2019-01-14;11.6781;TIMEOUT;0.3779;-0.1505;52;64;0.5199;5.4555;13.1357;16.7963;False;False;;0.4426;5.4555;7.2128;US;2.497;0.0592;0.8438;10;35;59;25931818.644067798
ANA.MC;A;2018-01-15;56.3764;2019-01-14;62.5835;TIMEOUT;0.1101;-0.2053;52;52;0.7316;42.6286;82.1538;103.1069;False;False;;0.1522;42.6286;48.2516;MC;1.31;0.1671;0.8151;10;53;19;808570.1052631579
AES;B;2018-01-15;8.475;2018-02-05;7.2128;STOP_C;-0.1489;-0.1505;3;64;0.5199;7.2128;13.1357;16.7963;False;False;;0.026;5.4555;7.2128;US;2.497;0.0592;0.8438;10;35;59;25931818.644067798
ANA.MC;B;2018-01-15;56.3764;2018-03-19;48.2516;STOP_C;-0.1441;-0.204;9;52;0.7316;48.2516;82.1538;103.1069;False;False;;0.0187;42.6286;48.2516;MC;1.31;0.1671;0.8151;10;53;19;808570.1052631579
AES;C;2018-01-15;8.475;2018-12-17;10.7592;STOP_C_P3;0.2695;-0.1505;48;64;0.5199;10.7592;13.1357;16.7963;False;False;;0.4426;5.4555;7.2128;US;2.497;0.0592;0.8438;10;35;59;25931818.644067798
ANA.MC;C;2018-01-15;56.3764;2018-03-19;45.839;STOP_C_P1;-0.1869;-0.204;9;52;0.7316;45.839;82.1538;103.1069;False;False;;0.0187;42.6286;48.2516;MC;1.31;0.1671;0.8151;10;53;19;808570.1052631579
HAL;A;2018-01-22;46.9513;2018-12-17;22.57;STOP_P0;-0.5193;-0.5321;47;44;0.548;22.57;76.9323;103.1947;False;False;;0.0;22.57;34.4397;US;1.4109;0.3821;0.4668;13;53;39;43100402.56410257
WY;A;2018-01-22;27.2343;2018-10-22;19.8169;STOP_P0;-0.2724;-0.294;39;56;0.5931;19.8169;29.9953;35.0219;False;False;;0.0322;19.8169;21.8622;US;1.8661;0.1733;0.981;23;25;16;14935568.75
HAL;B;2018-01-22;46.9513;2018-07-23;34.4397;STOP_C;-0.2665;-0.2848;26;44;0.548;34.4397;76.9323;103.1947;False;False;;0.0;22.57;34.4397;US;1.4109;0.3821;0.4668;13;53;39;43100402.56410257
WY;B;2018-01-22;27.2343;2018-10-08;21.8622;STOP_C;-0.1973;-0.2418;37;56;0.5931;21.8622;29.9953;35.0219;False;False;;0.0322;19.8169;21.8622;US;1.8661;0.1733;0.981;23;25;16;14935568.75
HAL;C;2018-01-22;46.9513;2018-09-03;32.7177;STOP_C_P1;-0.3032;-0.3493;32;44;0.548;32.7177;76.9323;103.1947;False;False;;0.0;22.57;34.4397;US;1.4109;0.3821;0.4668;13;53;39;43100402.56410257
WY;C;2018-01-22;27.2343;2018-10-08;20.7691;STOP_C_P1;-0.2374;-0.2418;37;56;0.5931;20.7691;29.9953;35.0219;False;False;;0.0322;19.8169;21.8622;US;1.8661;0.1733;0.981;23;25;16;14935568.75
ADM;A;2018-03-12;34.1205;2019-03-11;34.9005;TIMEOUT;0.0229;-0.0801;52;43;0.4244;21.8492;53.0439;67.2648;False;False;;0.2143;21.8492;30.0345;US;1.9255;0.0317;0.2696;17;58;37;14239359.45945946
PSA;A;2018-03-12;141.5429;2019-03-11;161.4791;TIMEOUT;0.1408;-0.0303;52;46;0.4886;91.0803;290.0538;383.4929;False;False;;0.1974;91.0803;138.8694;US;1.3615;0.0281;0.6761;20;121;80;4217410.0
ADM;B;2018-03-12;34.1205;2019-03-11;34.9005;TIMEOUT;0.0229;-0.0801;52;43;0.4244;30.0345;53.0439;67.2648;False;False;;0.2143;21.8492;30.0345;US;1.9255;0.0317;0.2696;17;58;37;14239359.45945946
PSA;B;2018-03-12;141.5429;2018-03-19;138.8694;STOP_C;-0.0189;-0.027;1;46;0.4886;138.8694;290.0538;383.4929;False;False;;0.0095;91.0803;138.8694;US;1.3615;0.0281;0.6761;20;121;80;4217410.0
ADM;C;2018-03-12;34.1205;2018-12-17;34.1205;STOP_C_P2;0.0;-0.0479;40;43;0.4244;34.1205;53.0439;67.2648;False;False;;0.2143;21.8492;30.0345;US;1.9255;0.0317;0.2696;17;58;37;14239359.45945946
PSA;C;2018-03-12;141.5429;2018-10-22;141.5429;STOP_C_P2;0.0;-0.0303;32;46;0.4886;141.5429;290.0538;383.4929;False;False;;0.1974;91.0803;138.8694;US;1.3615;0.0281;0.6761;20;121;80;4217410.0
AMG.AS;A;2018-04-30;38.0371;2019-04-29;22.2652;TIMEOUT;-0.4146;-0.464;52;53;0.3939;11.9001;76.2578;105.1944;False;False;;0.2192;11.9001;29.4384;AS;1.7408;0.2027;0.8664;5;57;10;1280543.6
AMG.AS;B;2018-04-30;38.0371;2018-12-10;29.4384;STOP_C;-0.2261;-0.2739;32;53;0.3939;29.4384;76.2578;105.1944;False;False;;0.2192;11.9001;29.4384;AS;1.7408;0.2027;0.8664;5;57;10;1280543.6
AMG.AS;C;2018-04-30;38.0371;2018-08-13;38.0371;STOP_C_P2;0.0;-0.0458;15;53;0.3939;38.0371;76.2578;105.1944;False;False;;0.2192;11.9001;29.4384;AS;1.7408;0.2027;0.8664;5;57;10;1280543.6
SKA-B.ST;A;2018-07-16;115.3741;2019-07-15;134.4919;TIMEOUT;0.1657;-0.1472;52;39;0.7082;94.6422;206.4411;264.9812;False;False;;0.1808;94.6422;111.723;ST;1.4228;0.0465;0.361;0;67;76;7249047.302631579
SKA-B.ST;B;2018-07-16;115.3741;2018-10-15;111.723;STOP_C;-0.0316;-0.1019;13;39;0.7082;111.723;206.4411;264.9812;False;False;;0.1405;94.6422;111.723;ST;1.4228;0.0465;0.361;0;67;76;7249047.302631579
SKA-B.ST;C;2018-07-16;115.3741;2018-10-15;106.1369;STOP_C_P1;-0.0801;-0.1019;13;39;0.7082;106.1369;206.4411;264.9812;False;False;;0.1405;94.6422;111.723;ST;1.4228;0.0465;0.361;0;67;76;7249047.302631579
PCAR;A;2018-07-23;32.3329;2019-07-22;36.9972;TIMEOUT;0.1443;-0.1798;52;68;0.5732;22.2692;55.8323;72.2463;False;False;;0.1633;22.2692;29.2743;US;1.4064;0.0767;0.9862;3;83;22;17472081.818181816
PCAR;B;2018-07-23;32.3329;2018-10-22;29.2743;STOP_C;-0.0946;-0.1798;13;68;0.5732;29.2743;55.8323;72.2463;False;False;;0.1081;22.2692;29.2743;US;1.4064;0.0767;0.9862;3;83;22;17472081.818181816
PCAR;C;2018-07-23;32.3329;2018-10-22;27.8106;STOP_C_P1;-0.1399;-0.1798;13;68;0.5732;27.8106;55.8323;72.2463;False;False;;0.1081;22.2692;29.2743;US;1.4064;0.0767;0.9862;3;83;22;17472081.818181816
